Title,Authors,Description,Page Count,Genres,Publication Year,Star Score,Rating Count,Reviews Count
The Immortal Life of Henrietta Lacks,Rebecca Skloot,"Her name was Henrietta Lacks, but scientists know her as HeLa. She was a poor Southern tobacco farmer who worked the same land as her enslaved ancestors, yet her cells—taken without her knowledge—became one of the most important tools in medicine. The first “immortal” human cells grown in culture, they are still alive today, though she has been dead for more than sixty years. If you could pile all HeLa cells ever grown onto a scale, they’d weigh more than 50 million metric tons—as much as a hundred Empire State Buildings. HeLa cells were vital for developing the polio vaccine; uncovered secrets of cancer, viruses, and the atom bomb’s effects; helped lead to important advances like in vitro fertilization, cloning, and gene mapping; and have been bought and sold by the billions.
Yet Henrietta Lacks remains virtually unknown, buried in an unmarked grave.
Now Rebecca Skloot takes us on an extraordinary journey, from the “colored” ward of Johns Hopkins Hospital in the 1950s to stark white laboratories with freezers full of HeLa cells; from Henrietta’s small, dying hometown of Clover, Virginia — a land of wooden quarters for enslaved people, faith healings, and voodoo — to East Baltimore today, where her children and grandchildren live and struggle with the legacy of her cells.
Henrietta’s family did not learn of her “immortality” until more than twenty years after her death, when scientists investigating HeLa began using her husband and children in research without informed consent. And though the cells had launched a multimillion-dollar industry that sells human biological materials, her family never saw any of the profits. As Rebecca Skloot so brilliantly shows, the story of the Lacks family — past and present — is inextricably connected to the history of experimentation on African Americans, the birth of bioethics, and the legal battles over whether we control the stuff we are made of.
Over the decade it took to uncover this story, Rebecca became enmeshed in the lives of the Lacks family—especially Henrietta’s daughter Deborah, who was devastated to learn about her mother’s cells. She was consumed with questions: Had scientists cloned her mother? Did it hurt her when researchers infected her cells with viruses and shot them into space? What happened to her sister, Elsie, who died in a mental institution at the age of fifteen? And if her mother was so important to medicine, why couldn’t her children afford health insurance?
Intimate in feeling, astonishing in scope, and impossible to put down, 
 captures the beauty and drama of scientific discovery, as well as its human consequences.",370,"['Nonfiction', 'Science', 'History', 'Biography', 'Medicine', 'Audiobook', 'Medical']",2010,4.11,727986,40522
"Unbroken: A World War II Story of Survival, Resilience and Redemption",Laura Hillenbrand,"On a May afternoon in 1943, an Army Air Forces bomber crashed into the Pacific Ocean and disappeared, leaving only a spray of debris and a slick of oil, gasoline, and blood. Then, on the ocean surface, a face appeared. It was that of a young lieutenant, the plane's bombardier, who was struggling to a life raft and pulling himself aboard. So began one of the most extraordinary odysseys of the Second World War.
The lieutenant’s name was Louis Zamperini. In boyhood, he'd been a cunning and incorrigible delinquent, breaking into houses, brawling, and fleeing his home to ride the rails. As a teenager, he had channeled his defiance into running, discovering a prodigious talent that had carried him to the Berlin Olympics and within sight of the four-minute mile. But when war had come, the athlete had become an airman, embarking on a journey that led to his doomed flight, a tiny raft, and a drift into the unknown.
Ahead of Zamperini lay thousands of miles of open ocean, leaping sharks, a foundering raft, thirst and starvation, enemy aircraft, and, beyond, a trial even greater. Driven to the limits of endurance, Zamperini would answer desperation with ingenuity; suffering with hope, resolve, and humor; brutality with rebellion. His fate, whether triumph or tragedy, would be suspended on the fraying wire of his will.",475,"['Nonfiction', 'History', 'Biography', 'World War II', 'War', 'Historical', 'Audiobook']",2010,4.38,928426,50079
Just Kids,Patti Smith,"In 
, Patti Smith's first book of prose, the legendary American artist offers a never-before-seen glimpse of her remarkable relationship with photographer Robert Mapplethorpe in the epochal days of New York City and the Chelsea Hotel in the late sixties and seventies. An honest and moving story of youth and friendship, Smith brings the same unique, lyrical quality to 
Just Kids
 as she has to the rest of her formidable body of work--from her influential 1975 album 
Horses
 to her visual art and poetry.",304,"['Nonfiction', 'Memoir', 'Music', 'Biography', 'Art', 'Autobiography', 'Biography Memoir']",2010,4.21,274305,20410
"Game Change: Obama and the Clintons, McCain and Palin, and the Race of a Lifetime",John Heilemann,"“It’s one of the best books on politics of any kind I’ve read. For entertainment value, I put it up there with 
Catch 22
.” —
The Financial Times
 
“It transports you to a parallel universe in which everything in the 
National Enquirer
 is true….More interesting is what we learn about the candidates themselves: their frailties, egos and almost super-human stamina.” —
The Financial Times
 
“I can’t put down this book!” —Stephen Colbert
 
Game Change 
is the 
New York Times 
bestselling story of the 2008 presidential election, by John Heilemann and Mark Halperin, two of the best political reporters in the country. In the spirit of Richard Ben Cramer’s 
 and Theodore H. White’s 
The Making of the President 1960
, this classic campaign trail book tells the defining story of a new era in American politics, going deeper behind the scenes of the Obama/Biden and McCain/Palin campaigns than any other account of the historic 2008 election.",448,"['Politics', 'Nonfiction', 'History', 'American History', 'Presidents', 'Biography', 'Audiobook']",2010,4.13,22294,2672
Wild: From Lost to Found on the Pacific Crest Trail,Cheryl Strayed,"An alternate cover for this ISBN can be found 
here
.
At twenty-two, Cheryl Strayed thought she had lost everything. In the wake of her mother’s death, her family scattered and her own marriage was soon destroyed. Four years later, with nothing more to lose, she made the most impulsive decision of her life. With no experience or training, driven only by blind will, she would hike more than a thousand miles of the Pacific Crest Trail from the Mojave Desert through California and Oregon to Washington State — and she would do it alone.
Told with suspense and style, sparkling with warmth and humor, 
 powerfully captures the terrors and pleasures of one young woman forging ahead against all odds on a journey that maddened, strengthened, and ultimately healed her.",315,"['Nonfiction', 'Memoir', 'Travel', 'Biography', 'Adventure', 'Audiobook', 'Biography Memoir']",2012,4.05,788613,46430
Quiet: The Power of Introverts in a World That Can't Stop Talking,Susan Cain,"The book that started the Quiet Revolution
At least one-third of the people we know are introverts. They are the ones who prefer listening to speaking; who innovate and create but dislike self-promotion; who favor working on their own over working in teams. It is to introverts—Rosa Parks, Chopin, Dr. Seuss, Steve Wozniak—that we owe many of the great contributions to society. 
In 
Susan Cain argues that we dramatically undervalue introverts and shows how much we lose in doing so. She charts the rise of the Extrovert Ideal throughout the twentieth century and explores how deeply it has come to permeate our culture. She also introduces us to successful introverts—from a witty, high-octane public speaker who recharges in solitude after his talks, to a record-breaking salesman who quietly taps into the power of questions. Passionately argued, superbly researched, and filled with indelible stories of real people, 
Quiet 
has the power to permanently change how we see introverts and, equally important, how they see themselves.
Now with Extra Libris material, including a reader’s guide and bonus content.",333,"['Nonfiction', 'Psychology', 'Self Help', 'Science', 'Business', 'Audiobook', 'Personal Development']",2012,4.08,430825,29150
When Breath Becomes Air,Paul Kalanithi,"For readers of Atul Gawande, Andrew Solomon, and Anne Lamott, a profoundly moving, exquisitely observed memoir by a young neurosurgeon faced with a terminal cancer diagnosis who attempts to answer the question 'What makes a life worth living?'
At the age of thirty-six, on the verge of completing a decade's worth of training as a neurosurgeon, Paul Kalanithi was diagnosed with stage IV lung cancer. One day he was a doctor treating the dying, and the next he was a patient struggling to live. And just like that, the future he and his wife had imagined evaporated. 
 chronicles Kalanithi's transformation from a naïve medical student ""possessed,"" as he wrote, ""by the question of what, given that all organisms die, makes a virtuous and meaningful life"" into a neurosurgeon at Stanford working in the brain, the most critical place for human identity, and finally into a patient and new father confronting his own mortality. 
What makes life worth living in the face of death? What do you do when the future, no longer a ladder toward your goals in life, flattens out into a perpetual present? What does it mean to have a child, to nurture a new life as another fades away? These are some of the questions Kalanithi wrestles with in this profoundly moving, exquisitely observed memoir. 
Paul Kalanithi died in March 2015, while working on this book, yet his words live on as a guide and a gift to us all. ""I began to realize that coming face to face with my own mortality, in a sense, had changed nothing and everything,"" he wrote. ""Seven words from Samuel Beckett began to repeat in my head: 'I can't go on. I'll go on.'"" 
When Breath Becomes Air
 is an unforgettable, life-affirming reflection on the challenge of facing death and on the relationship between doctor and patient, from a brilliant writer who became both.",208,"['Nonfiction', 'Memoir', 'Biography', 'Medicine', 'Medical', 'Audiobook', 'Autobiography']",2016,4.4,654459,49753
Hamilton: The Revolution,Lin-Manuel Miranda,"Lin-Manuel Miranda's groundbreaking musical 
 is as revolutionary as its subject, the poor kid from the Caribbean who fought the British, defended the Constitution, and helped to found the United States. Fusing hip-hop, pop, R&B, and the best traditions of theater, this once-in-a-generation show broadens the sound of Broadway, reveals the storytelling power of rap, and claims our country's origins for a diverse new generation.
Hamilton: The Revolution
 gives readers an unprecedented view of both revolutions, from the only two writers able to provide it. Miranda and Jeremy McCarter, a cultural critic and theater artist who was involved in the project from its earliest stages--""since before this was even a show,"" according to Miranda--trace its development from an improbable perfor­mance at the White House to its landmark opening night on Broadway six years later. In addition, Miranda has written more than 200 funny, revealing footnotes for his award-winning libretto, the full text of which is published here.
Their account features photos by the renowned Frank Ockenfels and veteran Broadway photographer Joan Marcus; exclusive looks at notebooks and emails; interviews with Questlove, Stephen Sond­heim, leading political commentators, and more than 40 people involved with the production; and multiple appearances by Presi­dent Obama himself. The book does more than tell the surprising story of how a Broadway musical became a national phenomenon: It demonstrates that America has always been renewed by the brash upstarts and brilliant outsiders, the men and women who don't throw away their shot.",285,"['Nonfiction', 'History', 'Plays', 'Audiobook', 'Music', 'Historical', 'Theatre']",2015,4.45,52649,6060
Evicted: Poverty and Profit in the American City,Matthew Desmond,"In 
, Princeton sociologist Matthew Desmond follows eight families in Milwaukee as they struggle to keep a roof over their heads. 
Evicted
 transforms our understanding of poverty and economic exploitation while providing fresh ideas for solving one of 21st-century America's most devastating problems. Its unforgettable scenes of hope and loss remind us of the centrality of home, without which nothing else is possible.",418,"['Nonfiction', 'Sociology', 'Politics', 'Social Justice', 'History', 'Economics', 'Audiobook']",2016,4.47,95603,11547
Born a Crime: Stories From a South African Childhood,Trevor Noah,"The memoir of one man’s coming-of-age, set during the twilight of apartheid and the tumultuous days of freedom that followed.
 
Trevor Noah’s unlikely path from apartheid South Africa to the desk of The Daily Show began with a criminal act: his birth. Trevor was born to a white Swiss father and a black Xhosa mother at a time when such a union was punishable by five years in prison. Living proof of his parents’ indiscretion, Trevor was kept mostly indoors for the earliest years of his life, bound by the extreme and often absurd measures his mother took to hide him from a government that could, at any moment, steal him away. Finally liberated by the end of South Africa’s tyrannical white rule, Trevor and his mother set forth on a grand adventure, living openly and freely and embracing the opportunities won by a centuries-long struggle.
 
 is the story of a mischievous young boy who grows into a restless young man as he struggles to find himself in a world where he was never supposed to exist. It is also the story of that young man’s relationship with his fearless, rebellious, and fervently religious mother—his teammate, a woman determined to save her son from the cycle of poverty, violence, and abuse that would ultimately threaten her own life.",289,"['Nonfiction', 'Memoir', 'Biography', 'Audiobook', 'Humor', 'Autobiography', 'Africa']",2016,4.49,680766,55333
A Mother's Reckoning: Living in the Aftermath of Tragedy,Sue Klebold,"On April 20, 1999, Eric Harris and Dylan Klebold walked into Columbine High School in Littleton, Colorado. Over the course of minutes, they would kill twelve students and a teacher and wound twenty-four others before taking their own lives.
  
 For the last sixteen years, Sue Klebold, Dylan’s mother, has lived with the indescribable grief and shame of that day. How could her child, the promising young man she had loved and raised, be responsible for such horror? And how, as his mother, had she not known something was wrong? Were there subtle signs she had missed? What, if anything, could she have done differently?
  
 These are questions that Klebold has grappled with every day since the Columbine tragedy. In 
, she chronicles with unflinching honesty her journey as a mother trying to come to terms with the incomprehensible. In the hope that the insights and understanding she has gained may help other families recognize when a child is in distress, she tells her story in full, drawing upon her personal journals, the videos and writings that Dylan left behind, and on countless interviews with mental health experts.
  
 Filled with hard-won wisdom and compassion, 
A Mother’s Reckoning 
is a powerful and haunting book that sheds light on one of the most pressing issues of our time. And with fresh wounds from the recent Newtown and Charleston shootings, never has the need for understanding been more urgent.
  
All author profits from the book will be donated to research and to charitable organizations focusing on mental health issues.",336,"['Nonfiction', 'Memoir', 'True Crime', 'Biography', 'Audiobook', 'Crime', 'Biography Memoir']",2016,4.13,39906,5436
Dark Money: The Hidden History of the Billionaires Behind the Rise of the Radical Right,Jane Mayer,"Why is America living in an age of profound economic inequality? Why, despite the desperate need to address climate change, have even modest environmental efforts been defeated again and again? Why have protections for employees been decimated? Why do hedge-fund billionaires pay a far lower tax rate than middle-class workers?
The conventional answer is that a popular uprising against “big government” led to the ascendancy of a broad-based conservative movement. But as Jane Mayer shows in this powerful, meticulously reported history, a network of exceedingly wealthy people with extreme libertarian views bankrolled a systematic, step-by-step plan to fundamentally alter the American political system.
The network has brought together some of the richest people on the planet. Their core beliefs—that taxes are a form of tyranny; that government oversight of business is an assault on freedom—are sincerely held. But these beliefs also advance their personal and corporate interests: Many of their companies have run afoul of federal pollution, worker safety, securities, and tax laws.
The chief figures in the network are Charles and David Koch, whose father made his fortune in part by building oil refineries in Stalin’s Russia and Hitler’s Germany. The patriarch later was a founding member of the John Birch Society, whose politics were so radical it believed Dwight Eisenhower was a communist. The brothers were schooled in a political philosophy that asserted the only role of government is to provide security and to enforce property rights.
When libertarian ideas proved decidedly unpopular with voters, the Koch brothers and their allies chose another path. If they pooled their vast resources, they could fund an interlocking array of organizations that could work in tandem to influence and ultimately control academic institutions, think tanks, the courts, statehouses, Congress, and, they hoped, the presidency. Richard Mellon Scaife, the mercurial heir to banking and oil fortunes, had the brilliant insight that most of their political activities could be written off as tax-deductible “philanthropy.”
These organizations were given innocuous names such as Americans for Prosperity. Funding sources were hidden whenever possible. This process reached its apotheosis with the allegedly populist Tea Party movement, abetted mightily by the 
 decision—a case conceived of by legal advocates funded by the network.
The political operatives the network employs are disciplined, smart, and at times ruthless. Mayer documents instances in which people affiliated with these groups hired private detectives to impugn whistle-blowers, journalists, and even government investigators. And their efforts have been remarkably successful. Libertarian views on taxes and regulation, once far outside the mainstream and still rejected by most Americans, are ascendant in the majority of state governments, the Supreme Court, and Congress. Meaningful environmental, labor, finance, and tax reforms have been stymied.
Jane Mayer spent five years conducting hundreds of interviews-including with several sources within the network-and scoured public records, private papers, and court proceedings in reporting this book. In a taut and utterly convincing narrative, she traces the byzantine trail of the billions of dollars spent by the network and provides vivid portraits of the colorful figures behind the new American oligarchy.
Dark Money
 is a book that must be read by anyone who cares about the future of American democracy.",464,"['Nonfiction', 'Politics', 'History', 'Economics', 'Business', 'Audiobook', 'Finance']",2016,4.3,25140,3412
Killers of the Flower Moon: The Osage Murders and the Birth of the FBI,David Grann,"A twisting, haunting true-life murder mystery about one of the most monstrous crimes in American history
  
 In the 1920s, the richest people per capita in the world were members of the Osage Indian Nation in Oklahoma. After oil was discovered beneath their land, the Osage rode in chauffeured automobiles, built mansions, and sent their children to study in Europe.
Then, one by one, they began to be killed off. One Osage woman, Mollie Burkhart, watched as her family was murdered. Her older sister was shot. Her mother was then slowly poisoned. And it was just the beginning, as more Osage began to die under mysterious circumstances. 
In this last remnant of the Wild West—where oilmen like J. P. Getty made their fortunes and where desperadoes such as Al Spencer, “the Phantom Terror,” roamed – virtually anyone who dared to investigate the killings were themselves murdered. As the death toll surpassed more than twenty-four Osage, the newly created F.B.I. took up the case, in what became one of the organization’s first major homicide investigations. But the bureau was then notoriously corrupt and initially bungled the case. Eventually the young director, J. Edgar Hoover, turned to a former Texas Ranger named Tom White to try unravel the mystery. White put together an undercover team, including one of the only Native American agents in the bureau. They infiltrated the region, struggling to adopt the latest modern techniques of detection. Together with the Osage they began to expose one of the most sinister conspiracies in American history.
In 
David Grann revisits a shocking series of crimes in which dozens of people were murdered in cold blood. The book is a masterpiece of narrative nonfiction, as each step in the investigation reveals a series of sinister secrets and reversals. But more than that, it is a searing indictment of the callousness and prejudice toward Native Americans that allowed the murderers to operate with impunity for so long. 
Killers of the Flower Moon
 is utterly riveting, but also emotionally devastating.",359,"['Nonfiction', 'History', 'True Crime', 'Crime', 'Audiobook', 'Mystery', 'Historical']",2017,4.15,314468,32025
The Radium Girls: The Dark Story of America’s Shining Women,Kate  Moore,"The incredible true story of the women who fought America's Undark danger


The Curies' newly discovered element of radium makes gleaming headlines across the nation as the fresh face of beauty, and wonder drug of the medical community. From body lotion to tonic water, the popular new element shines bright in the otherwise dark years of the First World War.
Meanwhile, hundreds of girls toil amidst the glowing dust of the radium-dial factories. The glittering chemical covers their bodies from head to toe; they light up the night like industrious fireflies. With such a coveted job, these ""shining girls"" are the luckiest alive—until they begin to fall mysteriously ill.
But the factories that once offered golden opportunities are now ignoring all claims of the gruesome side effects, and the women's cries of corruption. And as the fatal poison of the radium takes hold, the brave shining girls find themselves embroiled in one of the biggest scandals of America's early 20th century, and in a groundbreaking battle for workers' rights that will echo for centuries to come.
Written with a sparkling voice and breakneck pace, 
The Radium Girls
 fully illuminates the inspiring young women exposed to the ""wonder"" substance of radium, and their awe-inspiring strength in the face of almost impossible circumstances. Their courage and tenacity led to life-changing regulations, research into nuclear bombing, and ultimately saved hundreds of thousands of lives.",479,"['Nonfiction', 'History', 'Science', 'Audiobook', 'Biography', 'Historical', 'Feminism']",2016,4.15,143258,17897
Astrophysics for People in a Hurry,Neil deGrasse Tyson,"What is the nature of space and time? How do we fit within the universe? How does the universe fit within us? There’s no better guide through these mind-expanding questions than acclaimed astrophysicist and best-selling author Neil deGrasse Tyson.
But today, few of us have time to contemplate the cosmos. So Tyson brings the universe down to Earth succinctly and clearly, with sparkling wit, in tasty chapters consumable anytime and anywhere in your busy day.",223,"['Science', 'Nonfiction', 'Audiobook', 'Physics', 'Space', 'Astronomy', 'History']",2017,4.08,176201,15847
"Dear Ijeawele, or A Feminist Manifesto in Fifteen Suggestions",Chimamanda Ngozi Adichie,"From the best-selling author of 
and 
We Should All Be Feminists
 comes a powerful new statement about feminism today--written as a letter to a friend. 
A few years ago, Chimamanda Ngozi Adichie received a letter from a dear friend from childhood, asking her how to raise her baby girl as a feminist. 
Dear Ijeawele 
is Adichie's letter of response.
Here are fifteen invaluable suggestions--compelling, direct, wryly funny, and perceptive--for how to empower a daughter to become a strong, independent woman. From encouraging her to choose a helicopter, and not only a doll, as a toy if she so desires; having open conversations with her about clothes, makeup, and sexuality; debunking the myth that women are somehow biologically arranged to be in the kitchen making dinner, and that men can ""allow"" women to have full careers, 
Dear Ijeawele
 goes right to the heart of sexual politics in the twenty-first century. It will start a new and urgently needed conversation about what it really means to be a woman today.",63,"['Nonfiction', 'Feminism', 'Essays', 'Audiobook', 'Womens', 'Parenting', 'Africa']",2017,4.51,81243,9938
Educated,Tara Westover,"Tara Westover was 17 the first time she set foot in a classroom. Born to survivalists in the mountains of Idaho, she prepared for the end of the world by stockpiling home-canned peaches and sleeping with her ""head-for-the-hills bag"". In the summer she stewed herbs for her mother, a midwife and healer, and in the winter she salvaged in her father's junkyard.
Her father forbade hospitals, so Tara never saw a doctor or nurse. Gashes and concussions, even burns from explosions, were all treated at home with herbalism. The family was so isolated from mainstream society that there was no one to ensure the children received an education and no one to intervene when one of Tara's older brothers became violent.
Then, lacking any formal education, Tara began to educate herself. She taught herself enough mathematics and grammar to be admitted to Brigham Young University, where she studied history, learning for the first time about important world events like the Holocaust and the civil rights movement. Her quest for knowledge transformed her, taking her over oceans and across continents, to Harvard and to Cambridge. Only then would she wonder if she'd traveled too far, if there was still a way home.
Educated
 is an account of the struggle for self-invention. It is a tale of fierce family loyalty and of the grief that comes with severing the closest of ties. With the acute insight that distinguishes all great writers, Westover has crafted a universal coming-of-age story that gets to the heart of what an education is and what it offers: the perspective to see one's life through new eyes and the will to change it.",352,"['Nonfiction', 'Memoir', 'Biography', 'Audiobook', 'Biography Memoir', 'Autobiography', 'Book Club']",2018,4.47,1490090,106337
Becoming,Michelle Obama,"In a life filled with meaning and accomplishment, Michelle Obama has emerged as one of the most iconic and compelling women of our era. As First Lady of the United States of America—the first African American to serve in that role—she helped create the most welcoming and inclusive White House in history, while also establishing herself as a powerful advocate for women and girls in the U.S. and around the world, dramatically changing the ways that families pursue healthier and more active lives, and standing with her husband as he led America through some of its most harrowing moments. Along the way, she showed us a few dance moves, crushed Carpool Karaoke, and raised two down-to-earth daughters under an unforgiving media glare. 
 
In her memoir, a work of deep reflection and mesmerizing storytelling, Michelle Obama invites readers into her world, chronicling the experiences that have shaped her—from her childhood on the South Side of Chicago to her years as an executive balancing the demands of motherhood and work, to her time spent at the world’s most famous address. With unerring honesty and lively wit, she describes her triumphs and her disappointments, both public and private, telling her full story as she has lived it—in her own words and on her own terms. Warm, wise, and revelatory, Becoming is the deeply personal reckoning of a woman of soul and substance who has steadily defied expectations—and whose story inspires us to do the same.",426,"['Nonfiction', 'Memoir', 'Biography', 'Audiobook', 'Autobiography', 'Politics', 'Biography Memoir']",2018,4.46,1030605,66785
I'll Be Gone in the Dark: One Woman's Obsessive Search for the Golden State Killer,Michelle McNamara,"A masterful true crime account of the Golden State Killer—the elusive serial rapist turned murderer who terrorized California for over a decade—from Michelle McNamara, the gifted journalist who died tragically while investigating the case.
""You’ll be silent forever, and I’ll be gone in the dark.""
For more than ten years, a mysterious and violent predator committed fifty sexual assaults in Northern California before moving south, where he perpetrated ten sadistic murders. Then he disappeared, eluding capture by multiple police forces and some of the best detectives in the area.
Three decades later, Michelle McNamara, a true crime journalist who created the popular website TrueCrimeDiary.com, was determined to find the violent psychopath she called ""the Golden State Killer."" Michelle pored over police reports, interviewed victims, and embedded herself in the online communities that were as obsessed with the case as she was.
At the time of the crimes, the Golden State Killer was between the ages of eighteen and thirty, Caucasian, and athletic—capable of vaulting tall fences. He always wore a mask. After choosing a victim—he favored suburban couples—he often entered their home when no one was there, studying family pictures, mastering the layout. He attacked while they slept, using a flashlight to awaken and blind them. Though they could not recognize him, his victims recalled his voice: a guttural whisper through clenched teeth, abrupt and threatening.
I’ll Be Gone in the Dark
—the masterpiece McNamara was writing at the time of her sudden death—offers an atmospheric snapshot of a moment in American history and a chilling account of a criminal mastermind and the wreckage he left behind. It is also a portrait of a woman’s obsession and her unflagging pursuit of the truth. Framed by an introduction by Gillian Flynn and an afterword by her husband, Patton Oswalt, the book was completed by Michelle’s lead researcher and a close colleague. Utterly original and compelling, it is destined to become a true crime classic—and may at last unmask the Golden State Killer.",352,"['Nonfiction', 'True Crime', 'Audiobook', 'Crime', 'Mystery', 'Memoir', 'History']",2018,4.12,234579,19575
Calypso,David Sedaris,"David Sedaris returns with his most deeply personal and darkly hilarious book.
If you've ever laughed your way through David Sedaris's cheerfully misanthropic stories, you might think you know what you're getting with Calypso. You'd be wrong. When he buys a beach house on the Carolina coast, Sedaris envisions long, relaxing vacations spent playing board games and lounging in the sun with those he loves most. And life at the Sea Section, as he names the vacation home, is exactly as idyllic as he imagined, except for one tiny, vexing it's impossible to take a vacation from yourself.With Calypso, Sedaris sets his formidable powers of observation toward middle age and mortality. Make no these stories are very, very funny--it's a book that can make you laugh 'til you snort, the way only family can. Sedaris's powers of observation have never been sharper, and his ability to shock readers into laughter unparalleled. But much of the comedy here is born out of that vertiginous moment when your own body betrays you and you realize that the story of your life is made up of more past than future.This is beach reading for people who detest beaches, required reading for those who loathe small talk and love a good tumor joke. Calypso is simultaneously Sedaris's darkest and warmest book yet--and it just might be his very best.",273,"['Nonfiction', 'Humor', 'Memoir', 'Essays', 'Audiobook', 'Short Stories', 'Biography']",2018,4.11,131019,11801
The Sun Does Shine: How I Found Life and Freedom on Death Row,Anthony Ray Hinton,"A powerful, revealing story of hope, love, justice, and the power of reading by a man who spent thirty years on death row for a crime he didn't commit.
In 1985, Anthony Ray Hinton was arrested and charged with two counts of capital murder in Alabama. Stunned, confused, and only twenty-nine years old, Hinton knew that it was a case of mistaken identity and believed that the truth would prove his innocence and ultimately set him free.
But with no money and a different system of justice for a poor black man in the South, Hinton was sentenced to death by electrocution. He spent his first three years on Death Row at Holman State Prison in agonizing silence—full of despair and anger toward all those who had sent an innocent man to his death. But as Hinton realized and accepted his fate, he resolved not only to survive, but find a way to live on Death Row. For the next twenty-seven years he was a beacon—transforming not only his own spirit, but those of his fellow inmates, fifty-four of whom were executed mere feet from his cell. With the help of civil rights attorney and bestselling author of 
, Bryan Stevenson, Hinton won his release in 2015.
With a foreword by Stevenson, 
The Sun Does Shine
 is an extraordinary testament to the power of hope sustained through the darkest times. Destined to be a classic memoir of wrongful imprisonment and freedom won, Hinton’s memoir tells his dramatic thirty-year journey and shows how you can take away a man’s freedom, but you can’t take away his imagination, humor, or joy.",272,"['Nonfiction', 'Memoir', 'Biography', 'Audiobook', 'True Crime', 'Race', 'Social Justice']",2018,4.64,57253,8192
The Rise and Fall of the Dinosaurs: A New History of a Lost World,Steve Brusatte,"The dinosaurs. 
Sixty-six million years ago, the Earth’s most fearsome creatures vanished. Today they remain one of our planet’s great mysteries. Now 
The Rise and Fall of the Dinosaurs 
reveals their extraordinary, 200-million-year-long story as never before.
In this captivating narrative (enlivened with more than seventy original illustrations and photographs), Steve Brusatte, a young American paleontologist who has emerged as one of the foremost stars of the field—naming fifteen new species and leading groundbreaking scientific studies and fieldwork—masterfully tells the complete, surprising, and 
new 
history of the dinosaurs, drawing on cutting-edge science to dramatically bring to life their lost world and illuminate their enigmatic origins, spectacular flourishing, astonishing diversity, cataclysmic extinction, and startling living legacy. Captivating and revelatory, 
The Rise and Fall of the Dinosaurs
 is a book for the ages.
Brusatte traces the evolution of dinosaurs from their inauspicious start as small shadow dwellers—themselves the beneficiaries of a mass extinction caused by volcanic eruptions at the beginning of the Triassic period—into the dominant array of species every wide-eyed child memorizes today, 
T. rex
,
 Triceratops
, 
Brontosaurus
, and more. This gifted scientist and writer re-creates the dinosaurs’ peak during the Jurassic and Cretaceous, when thousands of species thrived, and winged and feathered dinosaurs, the prehistoric ancestors of modern birds, emerged. The story continues to the end of the Cretaceous period, when a giant asteroid or comet struck the planet and nearly every dinosaur species (but not all) died out, in the most extraordinary extinction event in earth’s history, one full of lessons for today as we confront a “sixth extinction.”
Brusatte also recalls compelling stories from his globe-trotting expeditions during one of the most exciting eras in dinosaur research—which he calls “a new golden age of discovery”—and offers thrilling accounts of some of the remarkable findings he and his colleagues have made, including primitive human-sized tyrannosaurs; monstrous carnivores even larger than 
T. rex
; and paradigm-shifting feathered raptors from China.
An electrifying scientific history that unearths the dinosaurs’ epic saga, 
The Rise and Fall of the Dinosaurs
 will be a definitive and treasured account for decades to come.",416,"['Nonfiction', 'Science', 'History', 'Dinosaurs', 'Nature', 'Audiobook', 'Animals']",2018,4.2,30590,3936
Maybe You Should Talk to Someone,Lori Gottlieb,"From a psychotherapist, and national advice columnist comes a thought-provoking new book that takes us behind the scenes of a therapist's world -- where her patients are looking for answers (and so is she).
 One day, Lori Gottlieb is a therapist who helps patients in her Los Angeles practice. The next, a crisis causes her world to come crashing down. Enter Wendell, the quirky but seasoned therapist in whose office she suddenly lands. With his balding head, cardigan, and khakis, he seems to have come straight from Therapist Central Casting. Yet he will turn out to be anything but.
 As Gottlieb explores the inner chambers of her patients' lives -- a self-absorbed Hollywood producer, a young newlywed diagnosed with a terminal illness, a senior citizen threatening to end her life on her birthday if nothing gets better, and a twenty-something who can't stop hooking up with the wrong guys -- she finds that the questions they are struggling with are the very ones she is now bringing to Wendell.
 With startling wisdom and humor, Gottlieb invites us into her world as both clinician and patient, examining the truths and fictions we tell ourselves and others as we teeter on the tightrope between love and desire, meaning and mortality, guilt and redemption, terror and courage, hope and change.
is revolutionary in its candor, offering a deeply personal yet universal tour of our hearts and minds and providing the rarest of gifts: a boldly revealing portrait of what it means to be human, and a disarmingly funny and illuminating account of our own mysterious lives and our power to transform them.",415,"['Nonfiction', 'Psychology', 'Memoir', 'Self Help', 'Mental Health', 'Audiobook', 'Biography']",2019,4.38,313932,27383
